body,brand,color,fuel,model_date,name,doors,production_date,configuration,transmission,engine_displacement,engine_power,description,mileage,features,drive_type,wheel,condition,owners,vehicle_title,custom,ownership,price,model
внедорожник,BMW,синий,бензин,1.0,,5,2014,,автомат,2.0,184.0,,69455.0,,4WD,левый,,2.0,,,,972000,X1
внедорожник,BMW,черный,дизель,3.0,,5,2019,,автомат,3.0,249.0,,38244.0,,4WD,левый,,1.0,,,,3380000,X3
седан,BMW,черный,дизель,7.0,,4,2020,,автомат,2.0,190.0,,1436.0,,4WD,левый,,1.0,,,,2989999,5-Series
внедорожник,BMW,черный,бензин,1.0,,5,2020,,автомат,3.0,340.0,,1373.0,,4WD,левый,,1.0,,,,6063000,X7
внедорожник,BMW,синий,дизель,1.0,,5,2020,,автомат,3.0,249.0,,1019.0,,4WD,левый,,1.0,,,,6485999,X7
лифтбек,BMW,серый,дизель,1.0,,5,2020,,автомат,2.0,190.0,,5000.0,,4WD,левый,,1.0,,,,3889999,6-Series
седан,BMW,черный,бензин,5.0,,4,2011,,автомат,2.5,218.0,,99458.0,,задний,левый,,2.0,,,,850000,3-Series
седан,BMW,черный,бензин,6.0,,4,2014,,автомат,2.0,184.0,,112361.0,,4WD,левый,,3.0,,,,1129000,3-Series
внедорожник,BMW,красный,дизель,1.0,,5,2016,,автомат,2.0,190.0,,105349.0,,4WD,левый,,1.0,,,,1850000,X4
внедорожник,BMW,белый,дизель,4.0,xDrive 30d AT Base,5,2019,,автомат,3.0,249.0,,23009.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Светодиодные фары', 'Лазерные фары', 'Светодиодные ходовые огни', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Заводская тонировка', 'Обогрев заднего стекла', 'Регулируемый люк', 'Панорамная крыша', 'Рейлинги', 'Задний спойлер', 'Задний дворник', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Разъем электропитания', 'Беспроводное зарядное устройство QI', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Система помощи при старте на подъеме (HAC)', 'Переключатель режимов движения', 'Кнопка переключения автомобиля в спортивный режим', 'Система предотвращения выезда из полосы движения (LKA)', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система распознавания дорожных знаков', 'Индикатор падения давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Сигнализация', 'Болты-секретки', 'Запасное колесо неполноразмерное']",4WD,левый,,1.0,,,,4630000,X5
внедорожник,BMW,синий,бензин,3.0,,5,2018,,автомат,2.0,249.0,,26812.0,,4WD,левый,,2.0,,,,2899000,X3
седан,BMW,черный,бензин,6.0,,4,2014,,автомат,1.6,136.0,,108555.0,,задний,левый,,1.0,,,,866000,3-Series
внедорожник,BMW,серый,бензин,2.0,xDrive 30i AT,5,2007,,автомат,3.0,264.0,,150000.0,"['Зимняя комплектация', 'Поддержка ручного переключения передач', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Электрогидроусилитель руля', 'Спортивная подвеска', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Ксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Задние противотуманные фонари', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Панорамная крыша', 'Рейлинги', 'Задний дворник', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Электропривод водительского сиденья', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Держатели для бутылок в дверях', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Активный подголовник', 'Кузов повышенной прочности', 'Трехточечный ремень безопасности', 'Натяжитель ремней безопасности', 'Фиксатор ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'CD-чейнджер', 'DVD-чейнджер', 'Поддержка MP3', 'Hands free', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Система памяти в автомобиле и ключе', 'Подсветка при посадке в салон', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",4WD,левый,,4.0,,,,760000,X5
седан,BMW,черный,бензин,5.0,,4,2010,,автомат,6.0,544.0,,128000.0,,задний,левый,,1.0,,,,6850000,7-Series
внедорожник,BMW,черный,бензин,1.0,,5,2003,,автомат,3.0,,,,,4WD,левый,,1.0,,,,550000,X5
внедорожник,BMW,черный,дизель,2.0,,5,2015,,автомат,2.0,190.0,,133000.0,,4WD,левый,,1.0,,,,1389000,X3
седан,BMW,черный,дизель,5.0,,4,2012,,автомат,3.0,258.0,,140000.0,,4WD,левый,,,,,,1400000,7-Series
седан,BMW,черный,дизель,,,4,2016,,автомат,2.0,190.0,,116000.0,,задний,левый,,2.0,,,,1500000,5-Series
седан,BMW,белый,бензин,6.0,520i AT Базовая,4,2013,,автомат,2.0,184.0,,180000.0,"['Зимняя комплектация', 'Нагнетатель', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Задние противотуманные фонари', 'Датчик света', 'Датчики дождя', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'DVD-чейнджер', 'Поддержка MP3', 'Hands free', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",задний,левый,,5.0,,,,725000,5-Series
седан,BMW,черный,дизель,5.0,,4,2006,,механика,2.5,177.0,,374000.0,,задний,левый,,,,,,479000,5-Series
седан,BMW,черный,дизель,5.0,,4,2009,,автомат,3.0,197.0,,230000.0,,задний,левый,,2.0,,,,830000,5-Series
седан,BMW,белый,дизель,6.0,320d AT,4,2011,,автомат,2.0,184.0,,168400.0,"['Нагнетатель', 'Электроусилитель руля', 'Алюминиевые колесные диски']",задний,левый,,1.0,,,,1349999,3-Series
седан,BMW,белый,дизель,,,4,2018,,автомат,2.0,190.0,,28000.0,,задний,левый,,2.0,,,,1820000,3-Series
внедорожник,BMW,черный,бензин,2.0,,5,2010,,автомат,4.4,555.0,,124000.0,,4WD,левый,,5.0,,,,1198000,X5
внедорожник,BMW,синий,бензин,3.0,,5,2016,,автомат,3.0,306.0,,103664.0,,4WD,левый,,1.0,,,,2025000,X5
внедорожник,BMW,черный,бензин,1.0,,5,2020,,автомат,3.0,340.0,,1010.0,,4WD,левый,,1.0,,,,6939998,X7
седан,BMW,черный,дизель,6.0,,4,2019,,автомат,3.0,249.0,,3835.0,,4WD,левый,,1.0,,,,5993998,7-Series
седан,BMW,черный,дизель,6.0,,4,2020,,автомат,3.0,249.0,,1010.0,,4WD,левый,,1.0,,,,6173988,7-Series
седан,BMW,черный,дизель,6.0,,4,2020,,автомат,3.0,249.0,,1010.0,,4WD,левый,,1.0,,,,7127988,7-Series
купе,BMW,синий,дизель,1.0,,2,2019,,автомат,2.0,190.0,,5372.0,,4WD,левый,,1.0,,,,2870998,4-Series
седан,BMW,синий,дизель,,,4,2019,,автомат,2.0,190.0,,3314.0,,4WD,левый,,1.0,,,,3168268,3-Series
внедорожник,BMW,белый,дизель,3.0,,5,2014,,автомат,3.0,249.0,,163425.0,,4WD,левый,,1.0,,,,2026000,X5
внедорожник,BMW,черный,бензин,1.0,xDrive 28i AT Базовая,5,2009,,автомат,3.0,258.0,,121000.0,"['Зимняя комплектация', 'Гидроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Галогенные фары', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Датчик света', 'Датчики дождя', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Панорамная крыша', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Тканевая обивка салона', 'Спортивные сиденья', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев форсунок стеклоомывателя', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",4WD,левый,,5.0,,,,672000,X1
внедорожник,BMW,черный,дизель,2.0,,5,2015,,автомат,3.0,249.0,,98000.0,,4WD,левый,,1.0,,,,2797000,X6
седан,BMW,черный,бензин,2.0,,4,2015,,автомат,1.5,136.0,,51130.0,,задний,левый,,2.0,,,,1039000,1-Series
внедорожник,BMW,черный,дизель,2.0,,5,2017,,автомат,3.0,313.0,,94187.0,,4WD,левый,,1.0,,,,3297000,X6
внедорожник,BMW,черный,дизель,1.0,M50d AT Base,5,2019,,автомат,3.0,400.0,,3880.0,"['Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Электрогидроусилитель руля', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Светодиодные фары', 'Лазерные фары', 'Светодиодные ходовые огни', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Доводчик двери', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Обогрев заднего стекла', 'Регулируемый люк', 'Панорамная крыша', 'Рейлинги', 'Задний спойлер', 'Задний дворник', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электропривод заднего сиденья', 'Электропривод третьего ряда сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Система предотвращения выезда из полосы движения (LKA)', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система распознавания дорожных знаков', 'Индикатор падения давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Климат-контроль', 'Радио', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Полноцветный ЖК-монитор', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Запасное колесо неполноразмерное']",4WD,левый,,1.0,,,,8690000,X7
седан,BMW,черный,дизель,6.0,,4,2020,,автомат,3.0,249.0,,1008.0,,4WD,левый,,1.0,,,,6490400,7-Series
седан,BMW,серый,бензин,6.0,,4,2020,,автомат,4.4,625.0,,1097.0,,4WD,левый,,1.0,,,,8696820,M5
седан,BMW,серый,бензин,5.0,,4,2013,,автомат,4.4,560.0,,67000.0,,задний,левый,,3.0,,,,2248000,M5
седан,BMW,синий,бензин,,,4,1996,,автомат,2.0,150.0,,324000.0,,задний,левый,,,,,,210000,3-Series
седан,BMW,черный,бензин,4.0,,4,1999,,автомат,2.0,150.0,,300000.0,,задний,левый,,,,,,200000,5-Series
внедорожник,BMW,черный,бензин,2.0,,5,2015,,автомат,3.0,306.0,,,,4WD,левый,,3.0,,,,2400000,X6
седан,BMW,черный,бензин,3.0,,4,1992,,механика,2.0,150.0,,309000.0,,задний,левый,,7.0,,,,81000,5-Series
купе,BMW,белый,бензин,1.0,,2,2016,,автомат,2.0,184.0,,85629.0,,4WD,левый,,1.0,,,,1690000,4-Series
седан,BMW,черный,бензин,6.0,,4,2013,,автомат,2.0,245.0,,122763.0,,4WD,левый,,2.0,,,,1120000,5-Series
седан,BMW,черный,дизель,7.0,,4,2017,,автомат,2.0,,,139000.0,,задний,левый,,2.0,,,,1780000,5-Series
седан,BMW,черный,дизель,5.0,318d MT,4,2007,,механика,2.0,122.0,,273821.0,"['Система старт-стоп', 'Гидроусилитель руля', 'Алюминиевые колесные диски', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Обогрев заднего стекла', 'Регулируемый люк', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Круиз-контроль', 'Индикатор падения давления в шинах', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер']",задний,левый,,1.0,,,,467000,3-Series
седан,BMW,белый,бензин,6.0,535i AT xDrive,4,2015,,автомат,3.0,306.0,,161080.0,"['Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Cветодиодные задние фонари', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Остекление с защитой от ультрафиолета', 'Обогрев заднего стекла', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Индикатор повреждения шин', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",4WD,левый,,1.0,,,,1625000,5-Series
внедорожник,BMW,серебристый,дизель,1.0,,5,2004,,автомат,3.0,204.0,,281802.0,,4WD,левый,,5.0,,,,579000,X3
внедорожник,BMW,белый,дизель,2.0,xDrive 30d AT,5,2012,,автомат,3.0,245.0,,186000.0,"['Зимняя комплектация', 'Нагнетатель', 'Поддержка ручного переключения передач', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Электрогидроусилитель руля', 'Спортивная подвеска', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Галогенные фары', 'Ксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Задние противотуманные фонари', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Доводчик двери', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Панорамная крыша', 'Рейлинги', 'Задний спойлер', 'Задний дворник', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Электропривод водительского сиденья', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Обогрев форсунок стеклоомывателя', 'Держатели для бутылок в дверях', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Активный подголовник', 'Кузов повышенной прочности', 'Трехточечный ремень безопасности', 'Натяжитель ремней безопасности', 'Фиксатор ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'CD-чейнджер', 'DVD-чейнджер', 'Поддержка MP3', 'Hands free', 'Встроенный монитор для пассажиров', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Система памяти в автомобиле и ключе', 'Подсветка при посадке в салон', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",4WD,левый,,2.0,,,,1400000,X5
