,body,color,fuel,model_date,name,doors,production_date,transmission,engine_displacement,engine_power,description,mileage,features,drive_type,wheel,condition,owners,vehicle_title,ownership,price,model
347,седан,белый,бензин,1998.0,330Ci АT,4.0,2001.0,автомат,3.0,231.0,,230000.0,"['Спортивная подвеска', 'Алюминиевые колесные диски', 'Галогенные фары', 'Ксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Дополнительный стоп-сигнал', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Управление аудиосистемой на руле', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Антиблокировочная система (ABS)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система контроля давления в шинах', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Салонный фильтр', 'Радио', 'Кассетный плейер', 'CD-чейнджер', 'Система навигации', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер', 'Противоугонная система', 'Сигнализация', 'Запасное колесо полноразмерное']",задний,левый,,7.0,,,650000.0,3-Series
348,седан,белый,бензин,2014.0,,4.0,2014.0,автомат,1.6,184.0,,100968.0,,задний,левый,,4.0,,,897000.0,3-Series
349,седан,синий,бензин,1995.0,,4.0,1998.0,,2.5,170.0,,,,задний,левый,,,,,235000.0,5-Series
350,седан,серебристый,бензин,1995.0,,4.0,2000.0,механика,2.5,192.0,,,,задний,левый,,9.0,,,460000.0,5-Series
351,внедорожник,черный,дизель,2008.0,,5.0,2009.0,автомат,3.0,235.0,,235000.0,,4WD,левый,,5.0,,,1230000.0,X6
352,внедорожник,черный,дизель,2018.0,,5.0,2018.0,автомат,3.0,249.0,,14666.0,,4WD,левый,,1.0,,,4050000.0,X5
353,внедорожник,серый,бензин,2014.0,,5.0,2015.0,автомат,2.0,245.0,,63635.0,,4WD,левый,,1.0,,,2014000.0,X4
354,внедорожник,коричневый,дизель,2010.0,,5.0,2015.0,автомат,2.0,190.0,,81050.0,,4WD,левый,,1.0,,,1650000.0,X3
355,внедорожник,серый,дизель,2015.0,,5.0,2015.0,автомат,3.0,249.0,,102305.0,,4WD,левый,,3.0,,,2300000.0,X5
356,внедорожник,серый,дизель,2013.0,xDrive 40d AT M Sport,5.0,2016.0,автомат,3.0,313.0,,93000.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Пневматическая подвеска', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Доводчик двери', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Остекление с защитой от ультрафиолета', 'Регулируемый люк', 'Рейлинги', 'Задний спойлер', 'Задний дворник', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система помощи при спуске с горы (DAC)', 'Кнопка переключения автомобиля в спортивный режим', 'Система предотвращения выезда из полосы движения (LKA)', 'Круиз-контроль', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Система предотвращения столкновения с функцией автоматического торможения', 'Двухзонный климат-контроль', 'CD-плейер', 'Встроенный накопитель памяти', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Иммобилайзер', 'Спутниковая противоугонная система', 'Болты-секретки', 'Аптечка', 'Аварийный треугольник', 'Запасное колесо полноразмерное']",4WD,левый,,4.0,,,2850000.0,X5
357,седан,черный,бензин,2010.0,,4.0,2011.0,автомат,3.0,306.0,,183216.0,,4WD,левый,,2.0,,,990000.0,5-Series
358,внедорожник,черный,бензин,2018.0,,5.0,2019.0,автомат,2.0,249.0,,11478.0,,4WD,левый,,1.0,,,3270000.0,X4
359,седан,синий,бензин,1995.0,,4.0,1998.0,механика,2.0,150.0,,322000.0,,задний,левый,,9.0,,,285000.0,5-Series
360,седан,черный,дизель,2011.0,,4.0,2013.0,автомат,2.0,184.0,,178000.0,,4WD,левый,,6.0,,,848000.0,3-Series
361,седан,голубой,бензин,1995.0,,4.0,2001.0,автомат,2.2,170.0,,305000.0,,задний,левый,,9.0,,,330000.0,5-Series
362,седан,синий,бензин,2011.0,,4.0,2017.0,автомат,1.5,136.0,,50541.0,,задний,левый,,1.0,,,1269000.0,1-Series
363,седан,черный,бензин,2011.0,116i AT Базовая,4.0,2013.0,автомат,1.6,136.0,,89360.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Самонесущие шины', 'Система рекуперативного торможения', 'Галогенные фары', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Цветной многофункциональный дисплей', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Автоматическое включение аварийной сигнализации при экстренном торможении', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Переключатель режимов движения', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Система адаптивного освещения дороги (AFS)', 'Парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'DVD-чейнджер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация']",задний,левый,,1.0,,,789000.0,1-Series
364,внедорожник,белый,дизель,2014.0,,5.0,2016.0,автомат,3.0,249.0,,51303.0,,4WD,левый,,2.0,,,3029000.0,X6
365,седан,черный,дизель,2017.0,,4.0,2018.0,автомат,2.0,190.0,,95000.0,,задний,левый,,1.0,,,1875000.0,5-Series
366,внедорожник,белый,дизель,2013.0,,5.0,2016.0,автомат,3.0,249.0,,74860.0,,4WD,левый,,4.0,,,2790000.0,X5
367,внедорожник,синий,бензин,2017.0,,5.0,2018.0,автомат,2.0,184.0,,36243.0,,4WD,левый,,2.0,,,2550000.0,X3
368,внедорожник,синий,бензин,2012.0,,5.0,2012.0,автомат,4.4,408.0,,87340.0,,4WD,левый,,2.0,,,1397000.0,X5
369,внедорожник,коричневый,дизель,2013.0,,5.0,2013.0,автомат,3.0,249.0,,68308.0,,4WD,левый,,3.0,,,2285000.0,X5
370,внедорожник,белый,дизель,2014.0,xDrive 30d AT Exclusive,5.0,2017.0,автомат,3.0,249.0,,66257.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Hands free', 'Джойстик управления мультимедиа', 'Система навигации', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",4WD,левый,,1.0,,,2485000.0,X4
371,седан,черный,бензин,2017.0,520i AT Business,4.0,2019.0,автомат,2.0,184.0,,15000.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Алюминиевые колесные диски', 'Самонесущие шины', 'Система рекуперативного торможения', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Передние противотуманные фары', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Задние противотуманные фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Остекление с защитой от ультрафиолета', 'Регулируемый люк', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Проекционная система показаний спидометра', 'Кнопка запуска двигателя', 'Кожаная обивка салона', 'Спортивные сиденья', 'Поясничная опора в передних сиденьях', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Вентиляция передних сидений', 'Подогрев задних сидений', 'Память расположения сиденья', 'Сиденья с функцией массажа', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Беспроводное зарядное устройство QI', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'ЭРА-ГЛОНАСС', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Автоматическое включение аварийной сигнализации при экстренном торможении', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Переключатель режимов движения', 'Кнопка переключения автомобиля в спортивный режим', 'Ассистент сохранения полосы движения', 'Круиз-контроль', 'Адаптивный круиз-контроль (ACCS)', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система ночного видения с функцией распознавания пешеходов', 'Система мониторинга «слепых зон»', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Интеллектуальная система помощи при парковке (IPA)', 'Система предотвращения столкновения с функцией автоматического торможения', 'Кондиционер', 'Климат-контроль', 'DVD-аудио', 'Поддержка MP3', 'Hands free', 'Джойстик управления мультимедиа', 'Встроенный монитор для пассажиров', 'Полноцветный ЖК-монитор', 'Система навигации', 'Камера переднего обзора', 'Камеры бокового обзора', 'Камера заднего обзора', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",задний,левый,,1.0,,,2120000.0,5-Series
372,седан,синий,бензин,2005.0,318i AT Базовая,4.0,2010.0,автомат,2.0,136.0,,220000.0,"['Зимняя комплектация', 'Электрогидроусилитель руля', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Датчик света', 'Датчики дождя', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Круиз-контроль', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'CD-чейнджер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Самозатемняющееся зеркало заднего вида', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",задний,левый,,2.0,,,520000.0,3-Series
373,седан,черный,бензин,2005.0,318i AT Базовая,4.0,2010.0,автомат,2.0,136.0,,45000.0,"['Зимняя комплектация', 'Электрогидроусилитель руля', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Биксеноновые фары', 'Омыватели передних фар', 'Передние противотуманные фары', 'Датчик света', 'Датчики дождя', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Управление аудиосистемой на руле', 'Кнопка запуска двигателя', 'Тканевая обивка салона', 'Кожаная обивка салона', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Натяжитель ремней безопасности', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Круиз-контроль', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Парктроник', 'Кондиционер', 'Климат-контроль', 'CD-плейер', 'CD-чейнджер', 'Поддержка MP3', 'Hands free', 'Система навигации', 'Самозатемняющееся зеркало заднего вида', 'Бортовой компьютер', 'Иммобилайзер', 'Сигнализация', 'Спутниковая противоугонная система']",задний,левый,,1.0,,,930000.0,3-Series
374,внедорожник,красный,бензин,2014.0,xDrive 20i AT M Sport,5.0,2016.0,автомат,2.0,184.0,,57000.0,"['Зимняя комплектация', 'Нагнетатель', 'Система старт-стоп', 'Поддержка ручного переключения передач', 'Электроусилитель руля', 'Изменение передаточного отношения руля (VGS/VGRS)', 'Спортивная подвеска', 'Алюминиевые колесные диски', 'Система рекуперативного торможения', 'Биксеноновые фары', 'Светодиодные фары', 'Светодиодные ходовые огни', 'Омыватели передних фар', 'Светодиодные противотуманные фары', 'Cветодиодные задние фонари', 'Дополнительный стоп-сигнал', 'Датчик света', 'Датчики дождя', 'Боковые зеркала с повторителями указателей поворота', 'Электропривод боковых зеркал', 'Электроподогрев зеркал', 'Ручки дверей в цвет кузова', 'Электропривод багажника', 'Задний спойлер', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Кнопка запуска двигателя', 'Комбинированная обивка салона', 'Спортивные сиденья', 'Разделительный подлокотник спереди', 'Разделительный подлокотник сзади', 'Карманы на спинках передних сидений', 'Электропривод передних сидений', 'Электроподогрев передних сидений', 'Память расположения сиденья', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Бесключевой доступ', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Обогрев рулевого колеса', 'Пакет курильщика', 'Разъем электропитания', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности пассажира с функцией деактивации', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Крепление ISOFIX', 'Антиблокировочная система (ABS)', 'Система распределения тормозного усилия (EBD)', 'Вспомогательная система торможения (BAS)', 'Система электронного контроля устойчивости (ESP)', 'Система помощи при спуске с горы (DAC)', 'Переключатель режимов движения', 'Кнопка переключения автомобиля в спортивный режим', 'Круиз-контроль', 'Система управления дальним светом', 'Система адаптивного освещения дороги (AFS)', 'Система контроля давления в шинах', 'Передний парктроник', 'Задний парктроник', 'Кондиционер', 'Климат-контроль', 'Радио', 'CD-плейер', 'Hands free', 'Джойстик управления мультимедиа', 'Самозатемняющееся зеркало заднего вида', 'Зеркала в противосолнечных козырьках', 'Ящик в багажнике', 'Шторка в багажном отделении', 'Бортовой компьютер', 'Сигнализация', 'Спутниковая противоугонная система', 'Болты-секретки']",4WD,левый,,2.0,,,2150000.0,X4
375,внедорожник,черный,дизель,2014.0,,5.0,2017.0,автомат,3.0,313.0,,32010.0,,4WD,левый,,1.0,,,3575000.0,X6
376,седан,серый,дизель,2010.0,,4.0,2010.0,автомат,3.0,244.0,,204000.0,,задний,левый,,5.0,,,1020000.0,5-Series
377,седан,черный,бензин,2003.0,525i AT,4.0,2008.0,автомат,2.5,218.0,,,"['Гидроусилитель руля', 'Галогенные фары', 'Ксеноновые фары', 'Передние противотуманные фары', 'Датчики дождя', 'Боковые зеркала в цвет кузова', 'Электроподогрев зеркал', 'Окраска кузова металлик', 'Кожаная оплетка рулевого колеса', 'Регулируемая рулевая колонка', 'Телескопическая регулировка руля', 'Вертикальная регулировка руля', 'Управление аудиосистемой на руле', 'Электроподогрев передних сидений', 'Центральный замок', 'Ключ ДУ (дистанционный ключ)', 'Электрические стеклоподъемники передние', 'Электрические стеклоподъемники задние', 'Пакет курильщика', 'Подушка безопасности водительская', 'Подушка безопасности переднего пассажира', 'Подушка безопасности боковая', 'Подушки безопасности-шторки', 'Система распределения тормозного усилия (EBD)', 'Система электронного контроля устойчивости (ESP)', 'Антипробуксовочная система (TCS)', 'Система контроля давления в шинах', 'Задний парктроник', 'Самозатемняющееся зеркало заднего вида', 'Бортовой компьютер', 'Запасное колесо полноразмерное']",задний,левый,,5.0,,,700000.0,5-Series
378,седан,черный,бензин,2018.0,,4.0,2018.0,автомат,2.0,184.0,,26000.0,,4WD,левый,,1.0,,,1689000.0,3-Series
379,седан,черный,бензин,2011.0,,4.0,2011.0,автомат,4.4,408.0,,186986.0,,4WD,левый,,5.0,,,664830.0,7-Series
380,внедорожник,черный,бензин,2003.0,,5.0,2007.0,автомат,2.5,218.0,,141083.0,,4WD,левый,,2.0,,,510000.0,X3
381,внедорожник,черный,дизель,2013.0,,5.0,2018.0,автомат,3.0,313.0,,34909.0,,4WD,левый,,1.0,,,4347000.0,X5
382,внедорожник,серый,бензин,2015.0,,5.0,2018.0,автомат,2.0,192.0,,16000.0,,4WD,левый,,1.0,,,1985000.0,X1
383,седан,черный,бензин,2010.0,,4.0,2012.0,автомат,3.0,306.0,,43685.0,,4WD,левый,,1.0,,,1530000.0,5-Series
384,седан,синий,бензин,2019.0,,4.0,2019.0,автомат,2.0,184.0,,2000.0,,4WD,левый,,1.0,,,2989999.0,3-Series
385,внедорожник,синий,дизель,2019.0,,5.0,2019.0,автомат,3.0,400.0,,9000.0,,4WD,левый,,1.0,,,7273249.0,X5
386,внедорожник,черный,бензин,2018.0,,5.0,2018.0,автомат,4.4,575.0,,28000.0,,4WD,левый,,1.0,,,5898999.0,X6
387,седан,белый,дизель,2016.0,,4.0,2016.0,автомат,2.0,190.0,,98000.0,,задний,левый,,3.0,,,1399000.0,5-Series
388,внедорожник,красный,дизель,2018.0,,5.0,2018.0,автомат,2.0,190.0,,36700.0,,4WD,правый,,,,,2650000.0,X4
389,внедорожник,серый,дизель,2010.0,,5.0,2015.0,автомат,2.0,190.0,,85000.0,,4WD,левый,,1.0,,,1635000.0,X3
390,внедорожник,коричневый,дизель,2015.0,,5.0,2017.0,автомат,2.0,150.0,,41865.0,,4WD,левый,,1.0,,,1827000.0,X1
391,внедорожник,белый,дизель,2015.0,,5.0,2017.0,автомат,2.0,150.0,,63980.0,,4WD,левый,,1.0,,,1702000.0,X1
392,седан,черный,дизель,2017.0,,4.0,2019.0,автомат,2.0,190.0,,17058.0,,4WD,левый,,1.0,,,2649000.0,5-Series
393,седан,красный,бензин,2011.0,,4.0,2019.0,автомат,1.5,136.0,,30990.0,,задний,левый,,1.0,,,1522000.0,1-Series
394,седан,красный,бензин,2005.0,,4.0,2006.0,автомат,2.0,150.0,,161000.0,,задний,левый,,4.0,,,470000.0,3-Series
395,седан,красный,бензин,2005.0,,4.0,2010.0,автомат,2.5,218.0,,144000.0,,задний,левый,,6.0,,,900000.0,3-Series
